"source","output","sourcecodec","sourcehz","outputcodec","outputhz","channels","sourcedurationms","outputdurationms","detectedsilencems","appliedtrimms","remainingdetectedsilencems","maxvolumedb","sourcebytes","outputbytes","sourcesha256","outputsha256","status","notes","review"
"ガラスにひびが入る.mp3","0_Crack.wav","mp3","44100","pcm_s16le","48000","2","705.488","705.5","0","0","0","-7.4","18807","135534","B6230DFA4B0F84645827AEEAF9ED01A22E993E472B03D9839DAF78BF1F23B614","A1C39FFE66FDFE59B63C6165E2A5A548CF5320AD26C780EBA054A45CBC46DAC5","PASS","",""
"キックの衣擦れ1.mp3","0_KickCloth1.wav","mp3","48000","pcm_s16le","48000","2","1013.417","1013.417","0","0","0","-4.8","25920","194654","029E78910E8A8B63C7F7885FC9C9FE05529D7DE0C013344D4B6176D0BAA7EF00","7DA612402890D09E6C65561471445F896F790C75FC2BD368C5F753ACDBFA8049","PASS","",""
"キックの衣擦れ2.mp3","0_KickCloth2.wav","mp3","48000","pcm_s16le","48000","2","1008.042","1008.042","0","0","0","-5.2","25920","193622","2DE9BA2665659A07F7E8C9F84C430A888E64A7F761150742AA1AF1C1CE50D371","E17632F9E45873C4FCED0AE1C6276A9C51D30E37AC5053E24B673A98211BC23F","PASS","",""
"キックの素振り1.mp3","0_KickWhoosh1.wav","mp3","48000","pcm_s16le","48000","2","1008.083","1008.083","0","0","0","-6.7","25920","193630","E3C502D3CD66E001FF14FA2F48645BC963463933C6586D0136321B677879EEE9","F39AA303C6D08B6E49A651E9EF3259EDC66B4732128722EACA4FD3AC0A4165C9","PASS","",""
"キックの素振り2.mp3","0_KickWhoosh2.wav","mp3","48000","pcm_s16le","48000","2","1021.417","1021.417","0","0","0","-2.7","25920","196190","43CA0C7451994B50C13EBF3A996FE68060196584C326C89920DF28B8F44CE2C9","77EB6CA31DCCD95DA6AD235212C83330B67C1F3BEE275FAF5AAA3A562DBC2023","PASS","",""
"キックの素振り3.mp3","0_KickWhoosh3.wav","mp3","48000","pcm_s16le","48000","2","1012.125","1004.729","12.396","7.396","0","-6.2","25920","192986","B89839F6FD48F31DF077208727A8FE1594AD974328C3466E16B15B9BDB3B02F6","CA1FBAED5D667FD72B68FB617724C4AA55BC21052253DD5B059353A151CE1B6C","PASS","",""
"キャンセル5.mp3","0_Cancel1.wav","mp3","44100","pcm_s16le","48000","2","619.864","619.875","0","0","0","-10.3","16299","119094","CE68213D18E05247F7EC69DA9E43248D456657E9E06D75DD9DD3B0BBD392AB32","176164F06DCB22AC05A5FC87ADE719A5257B5F8042044494C33A05AFC2F9D2FE","PASS","",""
"キャンセル9.mp3","0_Cancel2.wav","mp3","48000","pcm_s16le","48000","2","1013.375","1013.375","0","0","0","-8.9","25920","194646","ACE9F9EB150C24D8CE827BBD811938081EF7D0F34C7F0E8C599FB10D845249D0","C7697176AB1BA7DCB0ED77CD4A2F440A2D9D4A8296D3345EE4B25EC91D557EB6","PASS","",""
"ゲージ回復1.mp3","0_Recharge1.wav","mp3","44100","pcm_s16le","48000","2","1344.762","1344.771","0","0","0","-6.9","33853","258274","CCE1E9BE62889266A3EDC1A631CC7B41A788E5592D287FB2722AFCB7E77F860C","154CABF447DA8EE7F7F057501A37146561F968B73DF7699DAD48B2AF4120A93E","PASS","",""
"ゲージ回復3.mp3","0_Recharge2.wav","mp3","44100","pcm_s16le","48000","2","592.472","592.479","0","0","0","-7.7","15672","113834","8CF7E5CA0A2222D4997C942A8BE4EE21E32407D6C8058FEFD41B1628DFEEA544","C69930EBD3DF88AAA5909A3EB8B1D537AB8BD01C9FA9A5D19AE5280FFA00375E","PASS","",""
"ゴブリンの鳴き声1.mp3","0_Goblin1.wav","mp3","48000","pcm_s16le","48000","2","1266.083","1266.083","0","0","0","-6.4","31680","243166","32653EFF1DB6FA41932AB410C4C216FAAD6A244CECEB6D29812849C5466AF2CD","45D4AD044BA4FF8CC55A683AE6E7826FCE0341A7F2FEA8E10E47F2D85FB69E4A","PASS","",""
"ゴブリンの鳴き声2.mp3","0_Goblin2.wav","mp3","48000","pcm_s16le","48000","2","1509.375","1498.292","16.083","11.083","0","-11.1","37440","287750","FEFD1360CA0C8BCF8C353F41FB069E5A26B4BA1533399E233167ED83A8462498","7FCDA597FF20BFE082AF2DECFFDD1F4FB532B5453F65E7921C435657BFD58C60","PASS","",""
"ゴブリンの鳴き声3.mp3","0_Goblin3.wav","mp3","48000","pcm_s16le","48000","2","1056.083","1056.083","0","0","0","-7.2","27072","202846","CFF51B8C3A3C03B99922AAE0D53CB277B6302A0440465EDD4F0DBDDC3234D442","93EE84FEC54CDB7DEA6B449A44E299D8810195659F7995460CD25583AF641708","PASS","",""
"ショット.mp3","0_Shot.wav","mp3","44100","pcm_s16le","48000","2","812.88","812.896","0","0","0","-10.9","21315","156154","0B2CFBD8E2FE4CED634E12FA60EC29EB60E97D269C2BFFA3C77D5164831F7FC8","F083292A8CE4004F47E969B3E5FBB36963665397C25C49423454EC09DD9ECE7A","PASS","",""
"ショット命中.mp3","0_ShotImpact.wav","mp3","44100","pcm_s16le","48000","2","516.984","511.792","10.204","5.204","0","-10.6","13791","98342","E01F3E9CED27CEA05EE9F51F18E53702F7EEFDA908C2EC1C5A481C0C7C737491","132FBF9C21739BE5CBBBCB1E4D8272CF7335D84FD3C48E68687ECB153565D1B7","PASS","",""
"ジャンプ.mp3","0_Jump.wav","mp3","44100","pcm_s16le","48000","2","1104.218","1104.229","0","0","0","-4.1","28211","212090","B2A79FCECC8CD865A6468728C3784A24B8B027659D3AF31CCF77584D147FC00F","DD73925D9CF6390B180553E76FA38DB3ADC07B716EF09B2CC0BA4FC2354AC2D2","PASS","",""
"ジャンプの着地.mp3","0_Landing.wav","mp3","44100","pcm_s16le","48000","2","336.871","336.875","0","0","0","-6.1","9403","64758","A021F0572C76F6208FB43E30D0478126F959C430CB2F30BB3D284BD4A0DB9E2B","B4A5DC1A959473C84555AAE525022E230C4988F49AE96EF3470117BD9BBF649C","PASS","",""
"ステータス上昇魔法1.mp3","0_Buff1.wav","mp3","44100","pcm_s16le","48000","2","1999.433","1989.167","15.261","10.261","0","-4","49527","381998","B2D0BDC77E691C75415324B4C281768D4EBE55D0FD6F9BC12A9FB77EFAA4C5C3","96749F6FAD4CBF44AD2B77E1F3AB7803D5815383A5C8E91A35583D089A661C05","PASS","",""
"ステータス上昇魔法2.mp3","0_Buff2.wav","mp3","44100","pcm_s16le","48000","2","1800.091","1756.729","48.39","43.39","0","-10.3","44511","337370","4E67B55393D17E278CB4968601F88C722678F6BE1A9656F3EB888BD210FE5386","8B65394983095362945B2E8C74098D519973CB4ED666CF0FF2B14F8DF773AE33","PASS","",""
"ステータス治療1.mp3","0_Cure1.wav","mp3","44100","pcm_s16le","48000","2","2365.147","2339.479","30.658","25.658","0","-6.3","58304","449258","8B162DD798AFF9077A1D1494B4C81B07FC313D6F2484E2A310652A34F57D8990","88542EDC2BA3CBD2537C7074334477CCBF7F791E0430AC514E3D9535BFAF9C85","PASS","",""
"ステータス治療2.mp3","0_Cure2.wav","mp3","44100","pcm_s16le","48000","2","2286.78","2266.625","25.17","20.17","0","-5.9","56423","435270","B1744F827B5526FE671819AE80547B8EFC60F4622B5AB9762AF15F900E5DA755","9101965DA64D1776E999796D6C5AE9D3F4718C7740A951951DD98BF10E44A74B","PASS","",""
"スライムの攻撃.mp3","0_Slime.wav","mp3","44100","pcm_s16le","48000","2","588.821","579.875","13.968","8.968","0","-9.8","15672","111414","24714BDC1066A86AB5D322AD835FE5BBCE75CDD66A46ED19691BA6E9D0175F6D","CE3A0213E57119CFF58A9A30AFFE698C922C5055E83414D7FEA18682551255EE","PASS","",""
"スローモーション突入.mp3","0_SlowStart.wav","mp3","44100","pcm_s16le","48000","2","2135.986","2136","0","0","0","-5.5","52661","410190","E2AAF13E5CBD264295A39075B841816DCD0ECE1DB79442BE0B6A384C1ABE4E6D","B50E55906A6F614379459032BD7DA34BB61FEA264E55618D03CCFD3421C8686B","PASS","",""
"スローモーション終了.mp3","0_SlowEnd.wav","mp3","44100","pcm_s16le","48000","2","1877.347","1870.729","11.61","6.61","0","-5.7","46392","359258","B98DBAF83C405B26D839C3A0B2E3120BC39FA4679664547BF8BD0E4627C26C31","4C7A8C96C44C1C6FF02AEC25ABE0DA3111F8DA2EB0216D500EC19F2077FD7E85","PASS","",""
"ドラゴンの羽ばたき.mp3","0_Flap.wav","mp3","48000","pcm_s16le","48000","2","1312.708","1312.708","0","0","0","-7.2","32832","252118","874B86DE0E55C2B724BD6A156CEB8ECEEAF68BCC67D95DA464CD96FD36190381","2A49CA0D99D2CE75B9B214222EBCA63A454C8C0D367BC5A1EDA2718269DE65AF","PASS","",""
"ドラゴンの鳴き声1.mp3","0_Dragon1.wav","mp3","48000","pcm_s16le","48000","2","3202.688","3186.438","21.25","16.25","0","-7.9","78336","611874","AB1181F57E374A9D7185B679BB512391189ADFFF3DEF668BCC4FFC6B245859A6","03CFCE05D88B0C83055D1D6DD960DC2639AB7427F8BF9180123CA801FBEFF21E","PASS","",""
"ドラゴンの鳴き声2.mp3","0_Dragon2.wav","mp3","48000","pcm_s16le","48000","2","1685.688","1685.688","0","0","0","-7","42048","323730","3889C2404CFB28A7A72EFFA30431243B64FBE1FAFE333939A5EF2E95F07E4A13","5AD2411BB1DC9F0D6E3DECB61FAD78281A8669DC603B9BDBE0EEF332BFC8E0CA","PASS","",""
"ナイフで切る.mp3","0_KnifeSlash.wav","mp3","44100","pcm_s16le","48000","2","1008.05","1008.063","0","0","0","-4.9","26496","193626","27F61440C12FFB763AE7F8915E221E83913F29D3A979EC9AA3C65216ADEC9FE1","93E8F42DE18F008323C2D4E365F4B9CDA2B16C6C28BDF5924238C1E686BCD3E1","PASS","",""
"ナイフで突き刺す2.mp3","0_Stab1.wav","mp3","44100","pcm_s16le","48000","2","1006.757","1006.771","0","0","0","-5.1","26496","193378","26FA8B159D774E531E6892A2A05602875C3C8E3788AB320D6600626C3DB1207A","1226AE7BD4341199D13E6550923E9B0662229B920126AAA7202FC84A1031F3A1","PASS","",""
"ナイフで突き刺す3.mp3","0_Stab2.wav","mp3","44100","pcm_s16le","48000","2","1010.726","1010.729","0","0","0","-6.3","25703","194138","27901C9CF44F1FC5C0C1DCA6B4793AFD9DC4F0413279DAD6755704D94E481369","CB970767174FDBCBBBCA7C63C0C2285DA3C0ECB4150A36193DAF2851296F137C","PASS","",""
"ナイフを投げる.mp3","0_KnifeThrow.wav","mp3","44100","pcm_s16le","48000","2","330.771","330.792","0","0","0","-5.8","9403","63590","C108A5E07AF378E2CC9811AA13BCD1755E51AB5713F300B6B36C523951A1E39A","746BF965CC36C24A8417E98D67D8A570D6F54D70FE3FE53FE2FAFDFFC95BB4E6","PASS","",""
"バタンと倒れる.mp3","0_FallThud.wav","mp3","44100","pcm_s16le","48000","2","876.553","876.563","0","0","0","-5.7","22568","168378","6B9BCEF5148444CA9C2F3333F35F17B1A8DF3D88A7D6456A60F3B4934D9FF6FE","251624C1CE2F7158DF3733DBF842F20FD1F66C80F1B255BADD883866E4D750F9","PASS","",""
"パワーアップ.mp3","0_PowerUp.wav","mp3","44100","pcm_s16le","48000","2","902.29","869.875","37.415","32.415","0","-6.2","23195","167094","F11B70F01D35829996CE1C358E10AC6C9F1ABBC85027D6715E20EAA1BB582232","D0B4F4C9F18382040D55AB0D85E32555C7645DCEF2984316C5F72E306C1C1373","PASS","",""
"パワーチャージ.mp3","0_Charge.wav","mp3","44100","pcm_s16le","48000","2","1006.78","934.646","77.143","72.143","0","-9.4","25703","179530","1C56BE320E77284F09BD561DC2BC34E9D4283F51211D66DB55753BEA9C98815F","C52F103248F543FD8B78F594547A32467BF9895BEE20FC5462F8D9AB74789BB0","PASS","",""
"パンチの衣擦れ1.mp3","0_PunchCloth1.wav","mp3","48000","pcm_s16le","48000","2","1013.625","1013.625","0","0","0","-6.7","25920","194694","80D6956EE2347A7FE0006B0787B41C8CB4EBF6BB91B6D6CB9B87C8CF4817F5C8","861BC2C6D7B8400FD07504742F75C072DCCB90918C37E8B4E0F81E294E5BC818","PASS","",""
"パンチの衣擦れ2.mp3","0_PunchCloth2.wav","mp3","48000","pcm_s16le","48000","2","1066.708","1066.708","0","0","0","-7.1","27072","204886","1BCDE1FA45CEE1D302004CD30B0258C1E0A9ABE55196C554AAD54FBC4BF927B8","7D664AAFDBBBB22FFAB33DEE320113514376BC7650EB83BF42BEC4FF7DB6ED60","PASS","",""
"パンチの素振り1.mp3","0_PunchWhoosh1.wav","mp3","48000","pcm_s16le","48000","2","1010.75","997","18.75","13.75","0","-5.8","25920","191502","2B86A5253D2FD7E54A4A834A6230A15CDB834197D76C4632C11DB11FD3085B29","18251613B84D384A6C795375E2B93816BB4ABCF0D9C3BD00CCE8BC2FA3137832","PASS","",""
"パンチの素振り2.mp3","0_PunchWhoosh2.wav","mp3","48000","pcm_s16le","48000","2","1008.083","1008.083","0","0","0","-5.3","25920","193630","C3D67B44A91358F4B688A4341B1D5BB8ED7958E520DB96FAE538DA4A5B4FB65D","A4DD9D9D6B3EBDD596E69C6F7E03BE52802C6F2E471647D9629EDCC204D38E2B","PASS","",""
"パンチの素振り3.mp3","0_PunchWhoosh3.wav","mp3","48000","pcm_s16le","48000","2","1008.042","1008.042","0","0","0","-4.3","25920","193622","E7EC8685163ED689A181C4ADE41EEB68F7FCBD6CC4E2EB13B45292CD88A0B615","A828BF6E0482D2D06A743D5DA271C20994A7EA1368039DE20173F5A1AD23A7F8","PASS","",""
"パンチの風切り音（スローモーション）1.mp3","0_SlowPunch1.wav","mp3","44100","pcm_s16le","48000","2","1944.104","1944.125","0","0","0","-6.3","48273","373350","8222CCD836F6641E9B9380150C45DBC580A134ABCB9A51EA8F7D58BF91C5E0E3","39EABD231624667CE4F63F59E9EA970599CF3BA126E52D176B6F655D14223E5D","PASS","",""
"パンチの風切り音（スローモーション）2.mp3","0_SlowPunch2.wav","mp3","44100","pcm_s16le","48000","2","2218.685","2218.688","0","0","0","-6.2","55168","426066","730FBCA572253E62AA8608B04051502B433D1290D1B1D3E001FBB4BA73AD7650","D490D74FBD75DE8BE3022E72B4925DCEE5BB7782E65728C4C856EDE71ABE0FFB","PASS","",""
"パンチの風切り音（スローモーション）3.mp3","0_SlowPunch3.wav","mp3","44100","pcm_s16le","48000","2","2560.091","2514.167","50.952","45.952","0","-5.8","63319","482798","12F5ECB158BFC683D97F6AF35AB0F845CBCBF1EE8B569E9F3EDBD7F7ACB7122C","B28E8CF86D7255A54EF12B5675CC5EE58D54D1E062C01E5938B007CA2F8A08F1","PASS","",""
"パンチの風切り音（スローモーション）4.mp3","0_SlowPunch4.wav","mp3","44100","pcm_s16le","48000","2","2261.383","2203","63.379","58.379","0","-6.2","57216","423054","ABDA1EC7C993C5D0607F004B36940FEABB2896974EB3E06B478EE333EC8C61DB","9355B05CD7BD397AFAE5BB616FBB469DC2151F2C6992DDBBECB69EF87817358E","PASS","",""
"パンチを受け止める.mp3","0_Block.wav","mp3","44100","pcm_s16le","48000","2","437.392","437.396","0","0","0","-6.8","11910","84058","5A94EF4A9F1BC27718264CBFD671BBE66190DA3729BB67CF889E0124872794CC","4AAFA3D42E4A613323F7B0C2AC071F0B5682C8112C534D1F536D2BF93C59375B","PASS","",""
"パンチ素振り.mp3","0_PunchWhoosh4.wav","mp3","44100","pcm_s16le","48000","2","144.739","138.271","11.474","6.474","0","-5.6","5014","26626","03179B832F47C570D53950211834F3D59F79C87AE035697B31596E13481116CA","10529A426CD1B7EC25BB54F0BD2390F4733F1C15D2CD97414CA46AF7775A343D","PASS","",""
"ビープ音4.mp3","0_Beep.wav","mp3","44100","pcm_s16le","48000","2","1033.469","1026.333","12.154","7.154","0","-11.9","26330","197134","ECA07328256CD67A3530751238E7E64027A342E2FF59836DACCDB74ABBAC33F1","5BF3EF1ACDA1F9E41F0C68ED7E3A347219BE911ABC140B48F7DD8C6F4C78970F","PASS","",""
"ビームガン.mp3","0_Beam.wav","mp3","44100","pcm_s16le","48000","2","1567.528","1567.542","0","0","0","-5.6","40832","301046","2A176C9206D95E0AE45C2805E6879A422D9E277CC7F96CFD33E49B6DA8359B68","BB19D8F94D7E4BCED72CE8324BBF547279FD33B6209D382743207E529383114C","PASS","",""
"マントを翻す.mp3","0_Cape.wav","mp3","44100","pcm_s16le","48000","2","907.029","907.042","0","0","0","-6.5","12388","174230","365FB0F9ADB006C1967BD8B571BB20AF42DB16B99B56F891D77CF996C2C3D013","84F9E985CD94EE54A4A77AE031AAB3F1420975D73F122D9A76F8A9FB40960130","PASS","",""
"メッセージ表示音2.mp3","0_Message.wav","mp3","44100","pcm_s16le","48000","2","676.644","676.646","0","0","0","-13.3","17553","129994","199029296433E4D669EA56503A16DB8B6D49D29C62296D65F2ED4AFD6AB730AD","A8D9867E3C81D54DB38DC4190BBE069930AF9AC5925689DEDB9B5D8871298D7E","PASS","",""
"ロボットを殴る1.mp3","0_Robot1.wav","mp3","48000","pcm_s16le","48000","2","1010.708","1010.708","0","0","0","-6","26496","194134","5DB2CA4D6ACFFB1F45E369C9D8E960D8877F7C6CF59D718AE7798D75E739746B","8BC5D9D2C62FF43E50F4E145D57B23FBBFF41314EE6397C297718425C13C8A81","PASS","",""
"ロボットを殴る2.mp3","0_Robot2.wav","mp3","48000","pcm_s16le","48000","2","1005.375","1005.375","0","0","0","-6.2","26496","193110","F805C6D5A2107DC7D34B6B829152B897278109A8DA57960B58BA8EF04D7C4434","54143EC8DAA55ABC301E14DF062B38F58413E554B0B966E76509811E4A93C692","PASS","",""
"ロボットを殴る3.mp3","0_Robot3.wav","mp3","48000","pcm_s16le","48000","2","1024.208","1024.208","0","0","0","-6.2","26496","196726","8774ECA27E1F6872B800AFE10F435498263665CF7224B5AFBEEA7F1FFC01501B","E127A2E6D3FF4000CEF4B1E40B8E277DDE4F52183E012BFF7D4A7C3021932298","PASS","",""
"ロボットを強く殴る1.mp3","0_RobotHeavy1.wav","mp3","48000","pcm_s16le","48000","2","781.375","781.375","0","0","0","-6.9","22400","150102","948A464BE861C7B0C3B29358D1A7390877960B7603411E6375738BE6453F8593","C17545A47A20380E793EAA0905BDF960F8A02D9C68C0D87E45D2FDEE09D85360","PASS","",""
"ロボットを強く殴る2.mp3","0_RobotHeavy2.wav","mp3","48000","pcm_s16le","48000","2","816.042","816.042","0","0","0","-7.5","21312","156758","82EC7733DA9E534CA5AC38EF5C58993A6B6B3362B06A918E7BBF97F5297AC09A","1289E2CC22EC223B924A88D8530125AF2FE7586903EDBE730BA364104C4D921B","PASS","",""
"ロボットを強く殴る3.mp3","0_RobotHeavy3.wav","mp3","44100","pcm_s16le","48000","2","1717.347","1717.354","0","0","0","-6.4","44928","329810","2AFEEDC91F4B546244FCE05D2AEFB2E1A7F97EF45FF06C623A073AB47A7E17C1","D96818E6320717CB3772CDF14E6AD0E69F351C845230D6A2ACDD968B5B009DDC","PASS","",""
"ワープ.mp3","0_Warp.wav","mp3","44100","pcm_s16le","48000","2","1346.372","1251.833","99.569","94.569","0","-9.9","33853","240430","AD998E6DB42E0C6F6EDA7C2EE5C7E8DDEB72F1E4BAF50F15DDC9846709EF13AF","81D01D7843617D2ACCB487864B836D4F8C356CA67F4A37651E2DE6EF30F37400","PASS","",""
"火炎魔法1.mp3","0_Fire.wav","mp3","44100","pcm_s16le","48000","2","1010.431","1010.438","0","0","0","0","11783","194082","8E810C575545C92F45A23E66EF8C4480212A8D70F7C0AD7542F01A9D745BB390","C8B30D5C38C85EAD8FBC92E7244038A7779997F7FB3E48CAB45B3BDD3DC8B8AE","PASS","",""
"回復魔法1.mp3","0_Heal1.wav","mp3","44100","pcm_s16le","48000","2","2077.8","2070.563","12.245","7.245","0","-5.2","51408","397626","285452880794A0ABC6305D099138BDAC50947933C0ADF9E8F6BFDBA5C184B5E6","0F71D723FCBB0E9841A94E722BFC4797D0F70A74C99167487784CE4B4996FCD6","PASS","",""
"回復魔法2.mp3","0_Heal2.wav","mp3","44100","pcm_s16le","48000","2","3534.444","3534.458","0","0","0","-5.4","87936","678694","BD71DD6B857E571DF9C2810F36293B7F0F64A87D86BC458A630075D411EFE7E4","2D03D2587FF9A04FFC996C77C9FE1ADE88FA4F9C6F23A26C4186E7360E5DF47D","PASS","",""
"回復魔法4.mp3","0_Heal3.wav","mp3","44100","pcm_s16le","48000","2","1633.719","1621.75","16.962","11.962","0","-6.5","40750","311454","261C9913B50BBFC8A5AC098A31F39CC867A5103884E4DDA8DE3BAB5568DF1EBE","735DEC2124BA4BB79D9B09AD14E74BFB3CEDDB860E7ACF8F7C5D1B4FBE575383","PASS","",""
"怪獣の足音.mp3","0_Stomp.wav","mp3","44100","pcm_s16le","48000","2","1393.379","1393.396","0","0","0","-6.3","35107","267610","B44C3028BC599695E015480A0A8970D22E4DA22151DBD45FCF7BE03FBDFDAF65","584A02FF22C8652D19268F2D6FAD436F4D27E485A965733B58CFE3E49E4F9428","PASS","",""
"岩が真っ二つに割れる.mp3","0_RockSplit.wav","mp3","44100","pcm_s16le","48000","2","5548.299","5548.313","0","0","0","-4.2","137088","1065354","D1CCE96561699734A68ACB931C204D928C44B75BF57BDD804017A21283E4251D","18D2B0B702DCA9BB335E34489C24F82319D146C1DB663C27F39CFF4F1AF6D652","PASS","",""
"岩にヒビが入る.mp3","0_RockCrack.wav","mp3","44100","pcm_s16le","48000","2","2613.379","2613.396","0","0","0","-6.7","65408","501850","00652BD8A55A242F55F6DF277B3C44AD6C37E73AECF52603D064DB506267772F","0D472783AD9D892D1EE2B0843A4172DE9DBA9128378D1CB188AB82945E3A75FB","PASS","",""
"弓矢が刺さる.mp3","0_ArrowImpact.wav","mp3","44100","pcm_s16le","48000","2","911.927","911.938","0","0","0","-7.8","23195","175170","B12B882594DA6B438FAFB763D90DA8B1F8636A2B1A6CB0AE241A7E6B9D14F71B","394D0AA4427C98C376BEE58CD290DA168C353C64CA53163976CEED469EDD4329","PASS","",""
"弓矢を放つ.mp3","0_Arrow.wav","mp3","48000","pcm_s16le","48000","2","1016.042","1016.042","0","0","0","-6","25920","195158","F1DDB387721BAFB24F4936E4DDC6FA630FCAD890D788ACCACC498E45E9434673","EDA00B47951D63F19E5AE131907172C4F24C749F5B11C6749007F56B1509DC1C","PASS","",""
"軽いキック1.mp3","0_LightKick1.wav","mp3","48000","pcm_s16le","48000","2","1005.333","1005.333","0","0","0","-8.2","25344","193102","6BF0602ADB2D086C4AEE20E451EB8ADCE5848E2373B3135765E2BF6D004DDB44","960A324D51EF3026D1CEE46760EAF505D83EB0CD584780124DBD59558667AED5","PASS","",""
"軽いキック2.mp3","0_LightKick2.wav","mp3","48000","pcm_s16le","48000","2","1264","1264","0","0","0","-2.1","31680","242766","7EBE6D89F1630AE3ED3AC19B99C7D6BE9693624A308461338A0DC0436B2827E4","274ECCEC14ED41B98D63EEDD1803886AE7A0CE7D3A72FA95107C1BD90CE58C6A","PASS","",""
"軽いパンチ1.mp3","0_LightPunch1.wav","mp3","48000","pcm_s16le","48000","2","989.417","989.417","0","0","0","-4.7","25344","190046","FD83E66ED21DF28896DC0CB19351A342CE05677488BAB9F2F01146F2E0AC6E45","826710A9940B95F909453BFEE1BBF90B93F42F196EBA3990D48C416E9ABD4878","PASS","",""
"軽いパンチ2.mp3","0_LightPunch2.wav","mp3","48000","pcm_s16le","48000","2","1178.792","1178.792","0","0","0","-4.8","29952","226406","230538833C983CD0753B48B40586037A0E2FFCCC3565892B3893F93A6C9EDD67","478B94E3C42507C6A4DF3E016F459DF76795179E756CFD829E7DBC6B19CC96ED","PASS","",""
"決定ボタンを押す2.mp3","0_Confirm1.wav","mp3","48000","pcm_s16le","48000","2","1063.542","1063.542","0","0","0","-13","27072","204278","0F5A35EF0DA50CD6F6779B73EF793F651C6825460FF1FF6DCE122B861CD4FF74","0E219D1EA7C3E76ACC17C6AB21B4FC0B6F2124A7671BB3F33C6ED3E7760F5DEF","PASS","",""
